source.type,source.ID,source.description,variable,var.description,Units,Gender,Min.Age,Max.Age,Form,Mean,CV
Product,HM6 ,HOME MAINTENANCE; CONCRETE ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.05,0
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,20,1
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,90,1
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,6,1
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.08,0
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.08,0
Product,HM7 ,HOME MAINTENANCE; CORROSION PROTECTION ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0,1
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,100,1
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,15,1
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.01,0
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.28,0
Product,HM8 ,HOME MAINTENANCE; DEGREASER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.28,0
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0,1
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,HM9 ,HOME MAINTENANCE; DRYWALL RETARDER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0,1
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,20,1
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,HM10 ,HOME MAINTENANCE; ELECTRONICS LUBRICANT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,120,1
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,500,1
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,0.5,1
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.2,0
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.61,0
Product,HM11 ,HOME MAINTENANCE; EXTERIOR ADHESIVE ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.61,0
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,75,1
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,3,1
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.61,0
Product,HM12 ,HOME MAINTENANCE; EXTERIOR CAULK/SEALANT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.61,0
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,120,1
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.00008,0
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.02,0
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,1000,1
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.43,0
Product,HM13 ,HOME MAINTENANCE; EXTERIOR FINISH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.43,0
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,120,1
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.00008,0
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,3000,1
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.05,0
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.4,0
Product,HM14 ,HOME MAINTENANCE; EXTERIOR PAINT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.4,0
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,51.74291817,1
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,90,1
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,550,1
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,3.5,1
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.14,0
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.14,0
Product,HM15 ,HOME MAINTENANCE; EXTERIOR PRIMER ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,120,1
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.00008,0
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.02,0
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2000,1
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.43,0
Product,HM16 ,HOME MAINTENANCE; EXTERIOR STAIN ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.43,0
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,120,1
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.00008,0
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,500,1
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.3,0
Product,HM17 ,HOME MAINTENANCE; EXTERIOR STRIPPER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.3,0
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,60,1
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.0001,0
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2250,1
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.09,0
Product,HM18 ,HOME MAINTENANCE; EXTERIOR SURFACE SEALER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.09,0
Product,HM19 ,HOME MAINTENANCE; FINISH ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,6.387387387,1
Product,HM19 ,HOME MAINTENANCE; FINISH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,120,1
Product,HM19 ,HOME MAINTENANCE; FINISH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.00008,0
Product,HM19 ,HOME MAINTENANCE; FINISH ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM19 ,HOME MAINTENANCE; FINISH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.02,0
Product,HM19 ,HOME MAINTENANCE; FINISH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,1000,1
Product,HM19 ,HOME MAINTENANCE; FINISH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,HM19 ,HOME MAINTENANCE; FINISH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM19 ,HOME MAINTENANCE; FINISH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.43,0
Product,HM19 ,HOME MAINTENANCE; FINISH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.43,0
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,6.387387387,1
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,200,1
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,HM20 ,HOME MAINTENANCE; FINISH HARDENER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,HM21 ,HOME MAINTENANCE; GLAZING ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0,1
Product,HM21 ,HOME MAINTENANCE; GLAZING ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM21 ,HOME MAINTENANCE; GLAZING ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,HM21 ,HOME MAINTENANCE; GLAZING ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM21 ,HOME MAINTENANCE; GLAZING ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM21 ,HOME MAINTENANCE; GLAZING ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,200,1
Product,HM21 ,HOME MAINTENANCE; GLAZING ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,HM21 ,HOME MAINTENANCE; GLAZING ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM21 ,HOME MAINTENANCE; GLAZING ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,HM21 ,HOME MAINTENANCE; GLAZING ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0.048519802,1
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,200,1
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,HM22 ,HOME MAINTENANCE; GROUT ADDITIVE ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0,1
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,200,1
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,HM23 ,HOME MAINTENANCE; GROUT HAZE REMOVER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0,1
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,200,1
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,1,1
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.05,0
Product,HM24 ,HOME MAINTENANCE; GROUT SEALER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.05,0
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,51.74291817,1
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,120,1
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.00008,0
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,1000,1
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.05,0
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.4,0
Product,HM25 ,HOME MAINTENANCE; INTERIOR PAINT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.4,0
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,51.74291817,1
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,90,1
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,550,1
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,3.5,1
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.14,0
Product,HM26 ,HOME MAINTENANCE; INTERIOR PRIMER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.14,0
